id,ssn,admitTime,gender,firstTime,weight,age
410,596-32-1640,2013-16-17T19:44:28.998,Female,No,167,30
411,114-86-3598,2013-16-17T19:44:28.998,Male,Yes,170,37
412,133-48-4881,2013-14-17T19:44:28.998,Male,No,165,49
413,687-06-2789,2013-01-17T12:44:28.998,Female,Yes,175,58
414,119-03-1870,2013-10-17T19:44:28.998,Male,No,194,33
415,226-61-6026,2013-12-17T19:44:28.99,Female,No,150,40
416,541-42-8231,2013-16-17T19:44:28.998,Male,Yes,159,20
417,261-23-4789,2013-11-17T19:44:28.998,Male,No,175,54
418,771-28-5265,2013-18-17T19:44:28.99888,Female,No,188,38
419,613-85-7183,2013-10-17T19:44:28.998,Female,No,149,48
420,616-10-4467,2013-09-17T19:44:28.998,Female,No,128,44
421,503-96-7672,2013-12-17T19:44:28.99,Female,Yes,196,44
422,276-73-1424,2013-18-17T19:44:28.99888,Female,No,151,32
423,347-94-2219,2013-18-17T19:44:28.99888,Female,No,175,30
424,433-96-6034,2013-17-17T19:44:28.998,Female,No,138,50
425,132-64-2501,2013-11-17T19:44:28.998,Female,No,215,43
426,850-47-2296,2013-03-17T19:44:28.998,Female,Yes,127,54
427,178-94-3290,2013-03-17T19:44:28.998,Female,No,146,49
428,513-52-2416,2013-03-17T19:44:28.99,Male,Yes,216,30
429,998-53-0118,2013-14-17T19:44:28.998,Female,No,129,27
430,224-09-5553,2013-14-17T19:44:28.998,Female,No,188,20
431,744-28-4169,2013-03-17T19:44:28.99,Male,Yes,222,35
432,199-40-7100,2013-22-17T19:44:28.998,Male,No,149,50
433,731-47-7404,2013-03-17T19:44:28.99,Male,No,211,52
434,470-36-4109,2013-15-17T19:44:28.998,Female,Yes,126,25
435,539-18-8889,2013-18-17T19:44:28.99888,Male,No,221,53
436,323-82-0770,2013-01-17T12:44:28.998,Male,Yes,190,56
437,353-74-4699,2013-15-17T19:44:28.998,Female,Yes,180,46
438,120-77-0325,2013-22-17T19:44:28.998,Female,No,215,35
439,109-84-2508,2013-15-17T19:44:28.998,Male,Yes,173,46
440,668-42-4050,2013-03-17T19:44:28.99,Male,Yes,157,32
441,219-76-9385,2013-11-17T19:44:28.998,Female,Yes,167,22
442,634-47-3685,2013-18-17T19:44:28.99888,Female,Yes,129,49
443,455-91-8993,2013-10-17T19:44:28.998,Male,No,133,40
444,434-47-6010,2013-03-17T19:44:28.99,Male,Yes,139,29
445,862-24-0678,2013-14-17T19:44:28.998,Female,Yes,140,33
446,545-17-9364,2013-03-17T19:44:28.998,Male,Yes,212,31
447,398-10-2278,2013-18-17T19:44:28.99888,Male,No,173,45
448,640-05-7541,2013-03-17T19:44:28.99,Male,Yes,181,30
449,327-04-6702,2013-03-17T19:44:28.998,Female,Yes,176,56
450,213-46-5864,2013-16-17T19:44:28.998,Male,No,205,47
451,134-13-6993,2013-11-17T19:44:28.998,Male,No,142,22
452,392-20-8133,2013-17-17T19:44:28.998,Male,Yes,181,60
453,955-41-5071,2013-03-17T19:44:28.99,Female,Yes,210,51
454,391-74-7139,2013-12-17T19:44:28.99,Female,No,188,27
455,910-75-9499,2013-01-17T12:44:28.998,Male,Yes,201,20
456,374-94-1809,2013-14-17T19:44:28.998,Male,Yes,201,33
457,761-76-5912,2013-13-17T19:44:28.998,Male,Yes,202,29
458,210-92-9868,2013-03-17T19:44:28.99,Male,No,131,41
459,947-31-8888,2013-16-17T19:44:28.998,Female,Yes,174,33
460,723-67-3010,2013-03-17T19:44:28.99,Male,No,200,36
461,395-60-8106,2013-10-17T19:44:28.998,Male,No,190,34
462,338-68-1239,2013-09-17T19:44:28.998,Female,No,201,39
463,404-86-9676,2013-14-17T19:44:28.998,Male,Yes,184,46
464,680-61-0450,2013-16-17T19:44:28.998,Female,No,146,39
465,472-91-5046,2013-03-17T19:44:28.99,Female,Yes,224,35
466,235-80-8133,2013-11-17T19:44:28.998,Female,Yes,177,38
467,123-18-0867,2013-03-17T19:44:28.99,Male,Yes,210,42
468,236-83-3881,2013-11-17T19:44:28.998,Female,No,202,38
469,702-41-0349,2013-09-17T19:44:28.998,Female,No,127,59
470,932-19-0439,2013-01-17T12:44:28.998,Female,No,154,59
471,626-96-8092,2013-11-17T19:44:28.998,Female,No,135,29
472,905-49-8536,2013-17-17T19:44:28.998,Female,Yes,157,50
473,321-33-5151,2013-15-17T19:44:28.998,Male,Yes,159,28
474,892-27-0036,2013-18-17T19:44:28.99888,Male,No,174,43
475,390-92-8116,2013-11-17T19:44:28.998,Female,Yes,205,55
476,384-37-4907,2013-14-17T19:44:28.998,Female,Yes,201,26
477,390-65-4755,2013-15-17T19:44:28.998,Female,No,158,49
478,710-61-5327,2013-14-17T19:44:28.998,Male,Yes,167,42
479,374-63-0710,2013-15-17T19:44:28.998,Male,No,197,41
480,930-63-6274,2013-11-17T19:44:28.998,Male,Yes,212,37
481,422-64-3178,2013-10-17T19:44:28.998,Female,No,156,51
482,116-93-0029,2013-16-17T19:44:28.998,Male,Yes,147,30
483,225-54-5192,2013-22-17T19:44:28.998,Female,Yes,213,22
484,481-24-7507,2013-09-17T19:44:28.998,Female,Yes,153,41
485,215-34-2491,2013-11-17T19:44:28.998,Male,Yes,183,56
486,172-80-8312,2013-10-17T19:44:28.998,Female,No,163,21
487,743-21-3050,2013-11-17T19:44:28.998,Female,No,214,31
488,577-35-5201,2013-10-17T19:44:28.998,Female,No,149,58
489,121-17-9975,2013-15-17T19:44:28.998,Female,Yes,182,37
490,642-03-1426,2013-12-17T19:44:28.99,Male,No,179,47
491,219-36-1634,2013-09-17T19:44:28.998,Female,Yes,145,48
492,449-53-3639,2013-03-17T19:44:28.99,Male,No,146,29
493,390-15-8216,2013-03-17T19:44:28.998,Male,Yes,202,49
494,397-60-3189,2013-12-17T19:44:28.99,Female,Yes,145,54
495,322-72-6926,2013-13-17T19:44:28.998,Female,Yes,160,21
496,645-17-8496,2013-13-17T19:44:28.998,Male,Yes,163,36
497,976-28-4193,2013-03-17T19:44:28.99,Male,No,181,23
498,599-49-8557,2013-11-17T19:44:28.998,Male,No,211,38
499,296-09-2641,2013-01-17T12:44:28.998,Female,No,209,57
500,982-14-7597,2013-03-17T19:44:28.99,Female,No,133,57
501,135-04-8771,2013-18-17T19:44:28.99888,Male,Yes,131,56
502,681-88-3133,2013-03-17T19:44:28.99,Male,No,131,27
503,657-48-5491,2013-12-17T19:44:28.99,Male,No,179,40
504,724-92-4734,2013-11-17T19:44:28.998,Male,No,218,41
505,117-52-8143,2013-13-17T19:44:28.998,Male,Yes,135,22
506,226-89-7443,2013-15-17T19:44:28.998,Female,Yes,209,54
507,688-68-3492,2013-14-17T19:44:28.998,Male,No,161,54
508,966-54-0798,2013-03-17T19:44:28.99,Female,No,164,45
509,828-77-6077,2013-14-17T19:44:28.998,Female,Yes,162,53
510,371-30-3932,2013-18-17T19:44:28.99888,Female,No,201,46
511,322-95-9909,2013-22-17T19:44:28.998,Male,No,216,32
512,486-85-6212,2013-03-17T19:44:28.998,Male,No,192,32
513,186-91-5944,2013-03-17T19:44:28.99,Female,No,159,56
514,855-33-4194,2013-09-17T19:44:28.998,Male,No,201,20
515,203-77-9698,2013-22-17T19:44:28.998,Female,No,221,51
516,717-42-1094,2013-11-17T19:44:28.998,Male,No,190,58
517,256-06-8470,2013-12-17T19:44:28.99,Male,Yes,223,21
518,503-69-0261,2013-11-17T19:44:28.998,Female,Yes,130,48
519,283-77-5650,2013-18-17T19:44:28.99888,Female,No,160,24
520,205-01-4480,2013-01-17T12:44:28.998,Male,Yes,131,39
521,224-25-5029,2013-01-17T12:44:28.998,Male,No,213,47
522,516-49-7581,2013-14-17T19:44:28.998,Female,Yes,171,38
523,309-63-1523,2013-22-17T19:44:28.998,Female,No,177,20
524,191-13-8941,2013-18-17T19:44:28.99888,Male,Yes,198,50
525,423-25-0092,2013-12-17T19:44:28.99,Female,Yes,214,32
526,177-72-3553,2013-03-17T19:44:28.99,Female,No,159,48
527,208-59-7972,2013-03-17T19:44:28.99,Female,Yes,173,52
528,573-47-4784,2013-01-17T12:44:28.998,Male,No,181,30
529,334-73-4872,2013-03-17T19:44:28.99,Male,Yes,162,58
530,464-84-5103,2013-14-17T19:44:28.998,Male,Yes,216,46
531,526-24-5756,2013-13-17T19:44:28.998,Female,No,144,27
532,147-68-7511,2013-12-17T19:44:28.99,Male,Yes,143,29
533,350-61-0011,2013-14-17T19:44:28.998,Female,No,142,38
534,287-40-3067,2013-10-17T19:44:28.998,Female,No,194,51
535,870-39-2712,2013-11-17T19:44:28.998,Male,No,126,51
536,305-26-1686,2013-18-17T19:44:28.99888,Male,No,163,44
537,769-12-0353,2013-17-17T19:44:28.998,Female,No,199,44
538,120-77-2591,2013-10-17T19:44:28.998,Female,No,213,23
539,230-22-8258,2013-15-17T19:44:28.998,Male,Yes,135,37
540,223-72-6974,2013-18-17T19:44:28.99888,Male,No,139,50
541,490-21-0059,2013-09-17T19:44:28.998,Male,Yes,175,32
542,764-48-0228,2013-03-17T19:44:28.998,Male,Yes,194,33
543,796-21-7403,2013-16-17T19:44:28.998,Male,Yes,203,53
544,580-12-7538,2013-01-17T12:44:28.998,Female,Yes,222,24
545,131-71-4275,2013-11-17T19:44:28.998,Female,No,154,28
546,857-18-8452,2013-16-17T19:44:28.998,Male,Yes,138,36
547,623-25-6332,2013-03-17T19:44:28.998,Female,Yes,204,43
548,201-19-6140,2013-22-17T19:44:28.998,Female,No,216,52
549,768-39-7279,2013-10-17T19:44:28.998,Female,No,150,44
550,413-27-3383,2013-09-17T19:44:28.998,Female,No,138,46
551,996-89-0817,2013-18-17T19:44:28.99888,Male,Yes,214,33
552,123-37-1620,2013-10-17T19:44:28.998,Female,Yes,213,38
553,419-88-2734,2013-22-17T19:44:28.998,Male,No,143,50
554,504-94-2181,2013-17-17T19:44:28.998,Male,Yes,218,52
555,139-26-6522,2013-10-17T19:44:28.998,Female,Yes,151,60
556,838-45-0303,2013-17-17T19:44:28.998,Female,Yes,130,28
557,692-19-3666,2013-01-17T12:44:28.998,Female,Yes,199,29
558,273-52-5553,2013-14-17T19:44:28.998,Male,Yes,173,21
559,653-92-6118,2013-09-17T19:44:28.998,Female,No,150,55
560,696-74-3331,2013-03-17T19:44:28.99,Female,No,170,27
561,614-77-0191,2013-17-17T19:44:28.998,Female,No,225,34
562,218-01-8530,2013-13-17T19:44:28.998,Female,No,196,59
563,713-29-6321,2013-14-17T19:44:28.998,Female,No,150,39
564,389-10-3077,2013-13-17T19:44:28.998,Male,No,219,25
565,471-87-5687,2013-03-17T19:44:28.99,Male,Yes,219,33
566,725-51-0421,2013-09-17T19:44:28.998,Female,Yes,163,25
567,706-32-4167,2013-03-17T19:44:28.99,Male,No,131,47
568,820-51-9064,2013-11-17T19:44:28.998,Male,Yes,209,40
569,955-60-1014,2013-01-17T12:44:28.998,Male,No,177,59
570,117-15-3575,2013-14-17T19:44:28.998,Female,No,209,46
571,235-72-9719,2013-10-17T19:44:28.998,Female,No,164,32
572,848-11-3760,2013-16-17T19:44:28.998,Female,Yes,171,56
573,188-63-1833,2013-11-17T19:44:28.998,Female,No,181,47
574,363-42-0360,2013-01-17T12:44:28.998,Female,Yes,214,55
575,413-48-7278,2013-14-17T19:44:28.998,Female,Yes,169,40
576,741-38-6493,2013-09-17T19:44:28.998,Male,No,134,24
577,858-92-9750,2013-15-17T19:44:28.998,Female,No,222,51
578,500-71-8342,2013-10-17T19:44:28.998,Female,Yes,144,27
579,653-77-3631,2013-10-17T19:44:28.998,Female,No,140,50
580,220-25-0994,2013-18-17T19:44:28.99888,Female,Yes,151,37
581,450-41-2451,2013-15-17T19:44:28.998,Male,No,134,30
582,400-14-4280,2013-10-17T19:44:28.998,Female,Yes,157,57
583,505-36-5580,2013-17-17T19:44:28.998,Male,Yes,146,59
584,905-29-3770,2013-16-17T19:44:28.998,Female,Yes,221,21
585,204-71-6912,2013-10-17T19:44:28.998,Male,No,145,54
586,300-94-7671,2013-10-17T19:44:28.998,Male,Yes,208,44
587,229-71-8093,2013-14-17T19:44:28.998,Female,No,185,55
588,840-09-2452,2013-15-17T19:44:28.998,Female,Yes,223,52
589,851-68-1700,2013-14-17T19:44:28.998,Male,Yes,201,36
590,534-55-1706,2013-15-17T19:44:28.998,Male,Yes,131,39
591,141-00-3921,2013-17-17T19:44:28.998,Male,No,177,26
592,132-39-6677,2013-22-17T19:44:28.998,Female,No,150,44
593,113-08-6207,2013-10-17T19:44:28.998,Female,No,128,40
594,994-46-1040,2013-18-17T19:44:28.99888,Male,No,150,43
595,382-52-8938,2013-16-17T19:44:28.998,Male,No,146,43
596,580-40-3911,2013-12-17T19:44:28.99,Female,No,219,26
597,366-90-8025,2013-15-17T19:44:28.998,Female,No,138,22
598,301-26-0267,2013-11-17T19:44:28.998,Female,Yes,148,45
599,552-57-3003,2013-03-17T19:44:28.99,Male,Yes,136,23
600,562-96-5585,2013-11-17T19:44:28.998,Male,No,189,47
601,959-73-4263,2013-03-17T19:44:28.99,Female,Yes,193,46
602,539-49-5406,2013-03-17T19:44:28.99,Male,No,150,44
603,232-27-4948,2013-10-17T19:44:28.998,Female,Yes,184,52
604,659-25-3091,2013-16-17T19:44:28.998,Male,No,157,51
605,584-58-5243,2013-17-17T19:44:28.998,Female,No,187,32
606,160-28-2696,2013-11-17T19:44:28.998,Female,Yes,184,52
607,569-80-8266,2013-11-17T19:44:28.998,Male,No,136,54
608,947-04-6681,2013-10-17T19:44:28.998,Female,Yes,161,60
609,619-35-3814,2013-01-17T12:44:28.998,Female,Yes,138,22
610,495-16-5142,2013-09-17T19:44:28.998,Female,Yes,144,37
611,558-37-7229,2013-03-17T19:44:28.998,Male,No,175,24
612,290-28-0228,2013-03-17T19:44:28.99,Male,No,162,31
613,822-25-6357,2013-11-17T19:44:28.998,Male,Yes,138,41
614,691-73-3880,2013-01-17T12:44:28.998,Male,No,171,31
615,806-75-0751,2013-03-17T19:44:28.998,Female,Yes,139,22
616,266-87-7367,2013-09-17T19:44:28.998,Male,No,185,24
617,491-84-6475,2013-11-17T19:44:28.998,Female,Yes,152,57
618,421-09-4321,2013-14-17T19:44:28.998,Male,No,183,26
619,170-43-7227,2013-09-17T19:44:28.998,Male,Yes,178,44
620,737-21-4009,2013-16-17T19:44:28.998,Male,No,219,46
621,509-17-0793,2013-09-17T19:44:28.998,Female,No,172,58
622,473-00-9801,2013-03-17T19:44:28.99,Male,No,147,48
623,464-66-4661,2013-22-17T19:44:28.998,Male,No,173,41
624,339-48-3547,2013-16-17T19:44:28.998,Female,Yes,183,54
625,832-68-9549,2013-15-17T19:44:28.998,Female,No,197,39
626,827-07-4867,2013-18-17T19:44:28.99888,Male,Yes,157,52
627,575-84-0857,2013-14-17T19:44:28.998,Female,Yes,152,27
628,632-93-7106,2013-01-17T12:44:28.998,Male,No,179,38
629,941-48-9183,2013-22-17T19:44:28.998,Female,Yes,144,57
630,686-18-1134,2013-11-17T19:44:28.998,Male,Yes,157,27
631,172-99-2035,2013-14-17T19:44:28.998,Male,No,184,43
632,660-15-0866,2013-09-17T19:44:28.998,Female,Yes,157,56
633,232-13-5758,2013-14-17T19:44:28.998,Female,No,146,24
634,512-12-0263,2013-10-17T19:44:28.998,Female,No,217,59
635,668-99-1359,2013-18-17T19:44:28.99888,Male,No,171,40
636,683-13-8962,2013-03-17T19:44:28.99,Female,No,176,30
637,778-38-9328,2013-18-17T19:44:28.99888,Female,No,155,45
638,651-21-1478,2013-11-17T19:44:28.998,Male,No,188,50
639,960-58-1481,2013-17-17T19:44:28.998,Male,No,137,22
640,570-05-2598,2013-09-17T19:44:28.998,Female,Yes,179,20
641,172-99-4071,2013-16-17T19:44:28.998,Male,Yes,218,55
642,911-63-9050,2013-15-17T19:44:28.998,Male,No,174,20
643,125-69-1581,2013-03-17T19:44:28.99,Male,No,183,34
644,891-17-7069,2013-11-17T19:44:28.998,Male,No,146,39
645,258-27-5415,2013-11-17T19:44:28.998,Female,Yes,146,44
646,507-90-2348,2013-11-17T19:44:28.998,Female,No,197,47
647,772-26-4983,2013-10-17T19:44:28.998,Male,No,141,52
648,325-36-7760,2013-12-17T19:44:28.99,Female,No,224,47
649,793-72-9554,2013-14-17T19:44:28.998,Male,Yes,183,33
650,118-53-7335,2013-03-17T19:44:28.99,Female,Yes,159,47
651,133-01-2827,2013-16-17T19:44:28.998,Male,Yes,211,33
652,534-54-0350,2013-14-17T19:44:28.998,Female,Yes,147,44
653,615-71-3982,2013-17-17T19:44:28.998,Male,No,204,26
654,460-21-6247,2013-22-17T19:44:28.998,Female,No,169,53
655,687-26-8056,2013-17-17T19:44:28.998,Male,Yes,209,40
656,623-08-6385,2013-22-17T19:44:28.998,Male,Yes,174,57
657,790-89-3756,2013-12-17T19:44:28.99,Male,No,160,60
658,793-82-9899,2013-18-17T19:44:28.99888,Female,Yes,193,52
659,326-68-3572,2013-03-17T19:44:28.99,Male,Yes,140,28
660,360-03-5018,2013-09-17T19:44:28.998,Female,Yes,154,50
661,324-99-6522,2013-12-17T19:44:28.99,Female,No,144,35
662,793-83-4344,2013-22-17T19:44:28.998,Female,No,159,38
663,876-02-0348,2013-14-17T19:44:28.998,Male,Yes,209,40
664,955-05-3116,2013-10-17T19:44:28.998,Female,No,207,33
665,418-05-0094,2013-03-17T19:44:28.99,Male,No,210,20
666,372-60-5705,2013-18-17T19:44:28.99888,Male,No,176,28
667,596-67-4871,2013-13-17T19:44:28.998,Male,Yes,191,55
668,236-67-1928,2013-01-17T12:44:28.998,Female,No,223,28
669,292-85-0592,2013-12-17T19:44:28.99,Male,Yes,193,37
670,554-18-9924,2013-11-17T19:44:28.998,Male,No,159,31
671,912-55-2168,2013-03-17T19:44:28.998,Female,Yes,139,33
672,198-75-4590,2013-01-17T12:44:28.998,Male,Yes,195,47
673,961-85-3250,2013-17-17T19:44:28.998,Male,No,174,45
674,559-07-9664,2013-12-17T19:44:28.99,Female,No,139,47
675,447-35-2308,2013-17-17T19:44:28.998,Female,No,217,30
676,751-29-9688,2013-13-17T19:44:28.998,Female,No,176,38
677,546-16-9464,2013-11-17T19:44:28.998,Female,Yes,212,24
678,843-61-9409,2013-22-17T19:44:28.998,Female,Yes,132,30
679,384-78-8072,2013-17-17T19:44:28.998,Female,Yes,189,30
680,445-98-5921,2013-13-17T19:44:28.998,Female,No,221,30
681,385-85-4777,2013-10-17T19:44:28.998,Male,Yes,133,39
682,903-39-9290,2013-15-17T19:44:28.998,Male,Yes,170,54
683,339-41-9800,2013-03-17T19:44:28.998,Male,No,145,37
684,211-50-6154,2013-14-17T19:44:28.998,Male,Yes,196,40
685,332-83-1016,2013-17-17T19:44:28.998,Female,No,191,53
686,784-04-7093,2013-12-17T19:44:28.99,Male,Yes,224,31
687,668-12-8132,2013-03-17T19:44:28.998,Male,Yes,149,36
688,379-52-9482,2013-18-17T19:44:28.99888,Female,No,220,21
689,295-15-6154,2013-01-17T12:44:28.998,Female,No,125,53
690,355-14-4246,2013-01-17T12:44:28.998,Female,No,216,40
691,242-46-1528,2013-11-17T19:44:28.998,Male,No,223,40
692,366-31-4479,2013-22-17T19:44:28.998,Female,No,149,32
693,632-13-9783,2013-16-17T19:44:28.998,Female,Yes,220,51
694,811-38-2291,2013-11-17T19:44:28.998,Male,Yes,196,50
695,434-90-3761,2013-11-17T19:44:28.998,Female,Yes,174,44
696,577-20-5669,2013-12-17T19:44:28.99,Female,Yes,202,21
697,197-04-0242,2013-22-17T19:44:28.998,Male,No,130,41
698,774-01-0932,2013-15-17T19:44:28.998,Male,No,200,51
699,122-45-5499,2013-15-17T19:44:28.998,Female,Yes,193,37
700,957-91-1164,2013-10-17T19:44:28.998,Male,No,169,50
701,101-44-8582,2013-14-17T19:44:28.998,Male,No,154,29
702,135-46-0970,2013-01-17T12:44:28.998,Male,No,154,52
703,775-73-3909,2013-14-17T19:44:28.998,Female,No,209,27
704,348-59-4246,2013-16-17T19:44:28.998,Female,Yes,169,39
705,210-26-0933,2013-11-17T19:44:28.998,Female,No,167,48
706,724-79-8589,2013-12-17T19:44:28.99,Female,Yes,201,48
707,635-07-5614,2013-12-17T19:44:28.99,Male,Yes,147,44
708,642-81-5433,2013-16-17T19:44:28.998,Male,Yes,136,38
709,957-97-1590,2013-22-17T19:44:28.998,Male,No,223,42
710,907-88-8062,2013-14-17T19:44:28.998,Male,No,179,20
711,636-41-8143,2013-13-17T19:44:28.998,Male,Yes,217,27
712,221-69-0498,2013-17-17T19:44:28.998,Female,Yes,125,47
713,797-74-5185,2013-16-17T19:44:28.998,Male,No,223,32
714,111-58-1442,2013-18-17T19:44:28.99888,Male,No,223,21
715,197-15-5824,2013-12-17T19:44:28.99,Male,Yes,193,57
716,524-13-4065,2013-17-17T19:44:28.998,Female,No,150,33
717,959-58-7609,2013-11-17T19:44:28.998,Male,Yes,212,42
718,477-87-5389,2013-10-17T19:44:28.998,Male,No,125,46
719,321-93-5112,2013-18-17T19:44:28.99888,Female,No,175,26
720,586-40-6426,2013-18-17T19:44:28.99888,Male,Yes,140,54
721,143-49-2526,2013-15-17T19:44:28.998,Female,Yes,145,58
722,115-53-1412,2013-15-17T19:44:28.998,Male,No,153,53
723,297-82-0755,2013-10-17T19:44:28.998,Male,Yes,128,35
724,725-13-5050,2013-11-17T19:44:28.998,Female,Yes,146,27
725,994-38-4663,2013-11-17T19:44:28.998,Male,Yes,138,35
726,179-70-5640,2013-12-17T19:44:28.99,Male,No,177,59
727,308-50-2425,2013-22-17T19:44:28.998,Male,Yes,188,37
728,611-06-8364,2013-15-17T19:44:28.998,Female,No,176,48
729,777-22-8477,2013-16-17T19:44:28.998,Male,No,133,32
730,148-71-7310,2013-13-17T19:44:28.998,Female,Yes,192,51
731,856-26-4282,2013-03-17T19:44:28.998,Female,No,205,38
732,952-88-7145,2013-03-17T19:44:28.99,Female,Yes,174,43
733,306-18-8731,2013-01-17T12:44:28.998,Female,Yes,212,39
734,804-77-7250,2013-15-17T19:44:28.998,Female,Yes,171,32
735,691-98-8153,2013-03-17T19:44:28.99,Male,Yes,154,35
736,767-03-0058,2013-11-17T19:44:28.998,Female,Yes,150,26
737,413-53-3199,2013-18-17T19:44:28.99888,Female,Yes,192,39
738,110-08-1207,2013-14-17T19:44:28.998,Male,Yes,146,50
739,353-28-0565,2013-03-17T19:44:28.998,Female,Yes,133,33
740,592-62-9292,2013-12-17T19:44:28.99,Male,No,157,40
741,253-69-4125,2013-13-17T19:44:28.998,Female,Yes,199,45
742,239-95-3139,2013-22-17T19:44:28.998,Female,No,188,52
743,738-79-0032,2013-03-17T19:44:28.998,Female,Yes,187,56
744,406-28-9291,2013-03-17T19:44:28.998,Female,No,166,32
745,523-50-8333,2013-17-17T19:44:28.998,Female,No,208,57
746,993-92-3375,2013-10-17T19:44:28.998,Male,Yes,183,21
747,905-62-7136,2013-16-17T19:44:28.998,Male,Yes,155,34
748,628-81-8585,2013-11-17T19:44:28.998,Male,No,191,40
749,180-47-7214,2013-10-17T19:44:28.998,Female,Yes,128,33
750,519-72-7050,2013-13-17T19:44:28.998,Female,Yes,130,52
751,167-35-5164,2013-12-17T19:44:28.99,Male,No,202,45
752,488-94-8841,2013-13-17T19:44:28.998,Male,No,186,58
753,416-79-5636,2013-18-17T19:44:28.99888,Female,Yes,216,21
754,753-43-6639,2013-10-17T19:44:28.998,Male,No,152,20
755,989-08-8142,2013-01-17T12:44:28.998,Male,Yes,214,53
756,573-53-3608,2013-12-17T19:44:28.99,Male,Yes,167,39
757,859-30-2517,2013-16-17T19:44:28.998,Male,No,193,40
758,457-66-7034,2013-14-17T19:44:28.998,Female,Yes,165,47
759,915-95-1411,2013-03-17T19:44:28.998,Female,Yes,158,47
760,874-53-4624,2013-17-17T19:44:28.998,Male,No,137,41
761,346-61-7528,2013-12-17T19:44:28.99,Female,Yes,134,32
762,790-41-0638,2013-09-17T19:44:28.998,Male,Yes,198,45
763,967-14-1547,2013-13-17T19:44:28.998,Female,Yes,135,35
764,891-48-2513,2013-17-17T19:44:28.998,Female,No,187,60
765,811-93-3886,2013-16-17T19:44:28.998,Male,Yes,180,43
766,785-05-1116,2013-10-17T19:44:28.998,Male,Yes,172,54
767,898-86-4703,2013-11-17T19:44:28.998,Female,No,170,57
768,566-99-1189,2013-18-17T19:44:28.99888,Male,Yes,187,57
769,538-78-6168,2013-01-17T12:44:28.998,Female,Yes,218,23
770,408-59-3109,2013-16-17T19:44:28.998,Male,No,127,32
771,776-70-7423,2013-03-17T19:44:28.99,Male,No,186,56
772,466-28-6572,2013-11-17T19:44:28.998,Male,No,174,30
773,426-52-4383,2013-11-17T19:44:28.998,Male,Yes,153,46
774,520-16-1339,2013-22-17T19:44:28.998,Female,No,213,40
775,149-58-2575,2013-11-17T19:44:28.998,Male,Yes,175,36
776,189-94-5337,2013-09-17T19:44:28.998,Male,Yes,133,47
777,145-45-4046,2013-13-17T19:44:28.998,Female,Yes,151,31
778,509-64-1416,2013-12-17T19:44:28.99,Male,Yes,188,29
779,244-06-6001,2013-18-17T19:44:28.99888,Female,No,205,47
780,127-45-1140,2013-03-17T19:44:28.99,Female,Yes,180,20
781,477-76-6248,2013-18-17T19:44:28.99888,Male,Yes,222,48
782,617-05-4190,2013-12-17T19:44:28.99,Male,No,188,30
783,417-74-0338,2013-18-17T19:44:28.99888,Female,Yes,197,58
784,812-60-3835,2013-11-17T19:44:28.998,Female,Yes,130,40
785,136-11-1340,2013-09-17T19:44:28.998,Male,Yes,156,41
786,857-08-7316,2013-03-17T19:44:28.99,Male,No,220,56
787,120-64-8262,2013-03-17T19:44:28.998,Female,No,161,49
788,794-74-6367,2013-17-17T19:44:28.998,Female,No,166,52
789,245-32-7396,2013-17-17T19:44:28.998,Male,Yes,128,40
790,676-52-2315,2013-12-17T19:44:28.99,Female,Yes,217,28
791,212-77-9807,2013-14-17T19:44:28.998,Female,Yes,147,59
792,878-46-1035,2013-16-17T19:44:28.998,Female,No,174,26
793,266-49-0814,2013-11-17T19:44:28.998,Female,Yes,203,25
794,831-65-5746,2013-03-17T19:44:28.99,Female,No,144,32
795,141-89-0990,2013-09-17T19:44:28.998,Female,No,167,54
796,898-12-6403,2013-15-17T19:44:28.998,Male,Yes,197,51
797,887-79-6030,2013-14-17T19:44:28.998,Female,No,201,29
798,170-79-0839,2013-11-17T19:44:28.998,Female,No,155,54
799,513-81-9049,2013-09-17T19:44:28.998,Female,Yes,149,21
800,802-72-5478,2013-12-17T19:44:28.99,Male,No,127,59
801,505-71-6137,2013-11-17T19:44:28.998,Male,Yes,139,31
802,871-71-1301,2013-01-17T12:44:28.998,Female,No,167,44
803,458-65-0069,2013-10-17T19:44:28.998,Male,Yes,196,39
804,680-12-3929,2013-14-17T19:44:28.998,Male,No,139,38
805,867-24-3549,2013-11-17T19:44:28.998,Female,No,154,42
806,151-07-7019,2013-10-17T19:44:28.998,Male,Yes,161,49
807,628-76-8981,2013-14-17T19:44:28.998,Female,No,131,58
808,138-20-8283,2013-09-17T19:44:28.998,Male,Yes,133,41
809,123-36-7728,2013-12-17T19:44:28.99,Female,Yes,139,44
810,989-35-3914,2013-18-17T19:44:28.99888,Female,No,150,21
811,597-26-5309,2013-03-17T19:44:28.99,Male,Yes,142,37
812,545-10-4384,2013-10-17T19:44:28.998,Female,No,215,44
813,395-22-4981,2013-12-17T19:44:28.99,Female,Yes,209,49
814,578-34-1616,2013-13-17T19:44:28.998,Male,No,205,35
815,909-11-0657,2013-11-17T19:44:28.998,Male,No,178,59
816,777-12-8461,2013-03-17T19:44:28.99,Female,Yes,190,60
817,560-22-8504,2013-11-17T19:44:28.998,Male,Yes,223,59
818,367-85-3807,2013-11-17T19:44:28.998,Male,No,182,43
819,373-33-8243,2013-01-17T12:44:28.998,Female,Yes,140,38
